,capacity,countFull,countEmpty
0,0.000000,0,0
1,72.000000,0,12
2,80.000000,0,12
3,100.000000,3,12
4,100.000000,9,12
5,100.000000,11,12
6,100.000000,11,12
7,100.000000,11,12
8,100.000000,11,12
9,100.000000,12,12
10,100.000000,13,12
11,100.000000,15,12
12,100.000000,17,12
13,100.000000,20,12
14,100.000000,21,12
15,100.000000,21,12
16,100.000000,21,12
17,100.000000,21,12
18,100.000000,22,12
19,100.000000,23,12
20,100.000000,23,12
21,100.000000,25,12
22,100.000000,27,12
23,100.000000,29,12
24,100.000000,31,12
25,100.000000,31,12
26,100.000000,31,12
27,100.000000,31,12
28,100.000000,32,12
29,100.000000,33,12
30,100.000000,33,12
31,100.000000,36,12
32,100.000000,37,12
33,100.000000,40,12
34,100.000000,40,12
35,100.000000,41,12
36,100.000000,41,12
37,100.000000,41,12
38,100.000000,41,12
39,100.000000,42,12
40,100.000000,43,12
41,100.000000,44,12
42,100.000000,48,12
43,100.000000,50,12
44,100.000000,51,12
45,100.000000,51,12
46,100.000000,51,12
47,100.000000,51,12
48,100.000000,54,12
49,100.000000,54,12
50,100.000000,58,12
51,100.000000,59,12
52,100.000000,61,12
53,100.000000,61,12
54,100.000000,61,12
55,100.000000,62,12
56,100.000000,66,12
57,100.000000,69,12
58,100.000000,70,12
59,100.000000,71,12
