,capacity,countFull,countEmpty
0,0.000000,0,0
1,62.000000,0,16
2,62.000000,0,16
3,68.000000,0,16
4,66.000000,0,16
5,36.000000,0,16
6,26.000000,0,16
7,0.000000,0,37
8,0.000000,0,69
9,0.000000,0,102
10,32.000000,0,118
11,38.000000,0,118
12,42.000000,0,118
13,40.000000,0,118
14,32.000000,0,118
15,44.000000,0,118
16,42.000000,0,118
17,30.000002,0,118
18,30.000002,0,118
19,16.000000,0,118
20,10.000000,0,123
21,42.000000,0,123
22,0.000000,0,133
23,2.000000,0,151
24,24.000000,0,151
25,8.000000,0,151
26,18.000000,0,151
27,24.000000,0,151
28,0.000000,0,159
29,0.000000,0,174
30,10.000000,0,203
31,42.000000,0,203
32,10.000000,0,203
33,28.000000,0,203
34,12.000000,0,203
35,36.000000,0,203
36,26.000000,0,203
37,38.000000,0,203
38,0.000000,0,207
39,20.000000,0,215
40,0.000000,0,221
41,0.000000,0,236
42,0.000000,0,276
43,0.000000,0,308
44,26.000000,0,311
45,16.000000,0,311
46,24.000000,0,311
47,0.000000,0,321
48,0.000000,0,349
49,48.000000,0,355
50,36.000000,0,355
51,36.000000,0,355
52,28.000000,0,355
53,34.000000,0,355
54,18.000000,0,355
55,40.000000,0,355
56,32.000000,0,355
57,14.000000,0,355
58,0.000000,0,371
59,22.000000,0,392
