,capacity,countFull,countEmpty
0,0.000000,0,0
1,0.000000,0,12
2,1.000000,0,14
3,12.000000,0,14
4,18.000000,0,14
5,22.000000,0,14
6,22.000000,0,14
7,27.000002,0,14
8,30.000002,0,14
9,38.000000,0,14
10,38.000000,0,14
11,35.000000,0,14
12,33.000000,0,14
13,36.000000,0,14
14,36.000000,0,14
15,37.000000,0,14
16,37.000000,0,14
17,36.000000,0,14
18,36.000000,0,14
19,34.000000,0,14
20,37.000000,0,14
21,36.000000,0,14
22,33.000000,0,14
23,33.000000,0,14
24,37.000000,0,14
25,38.000000,0,14
26,37.000000,0,14
27,35.000000,0,14
28,36.000000,0,14
29,39.000000,0,14
30,41.000000,0,14
31,33.000000,0,14
32,22.000000,0,14
33,23.000000,0,14
34,23.000000,0,14
35,22.000000,0,14
36,15.000001,0,14
37,9.000000,0,14
38,17.000000,0,14
39,12.000000,0,14
40,14.000000,0,14
41,17.000000,0,14
42,18.000000,0,14
43,19.000000,0,14
44,11.000000,0,14
45,9.000000,0,14
46,9.000000,0,14
47,13.000000,0,14
48,14.000000,0,14
49,16.000000,0,14
50,17.000000,0,14
51,18.000000,0,14
52,20.000000,0,14
53,20.000000,0,14
54,33.000000,0,14
55,37.000000,0,14
56,39.000000,0,14
57,42.000000,0,14
58,44.000000,0,14
59,47.000000,0,14
